precio_excedente_USD_kWh,gen_elegida_GWh,pct_potencial_elegido,beneficio_libre_USD,beneficio_despliegue_total_USD
0.07,147.47690348074906,91.24947026046387,7207633.188656207,6296553.049049536
0.08,147.47690348074906,91.24947026046387,8346549.024277715,7576894.476087563
0.09,147.47690348074906,91.24947026046387,9485464.859899227,8857235.903125588
0.09999999999999999,147.47690348074906,91.24947026046387,10624380.695520736,10137577.330163613
0.10999999999999999,155.5604659053894,96.25107235310686,11794772.655003391,11417918.75720164
0.11999999999999998,158.1129659053894,97.83039947038822,13080969.076236933,12743517.142549664
0.12999999999999998,158.1129659053894,97.83039947038822,14402952.24510485,14100565.278587691
0.13999999999999996,158.1129659053894,97.83039947038822,15724935.413972761,15457613.414625712
0.14999999999999997,158.1129659053894,97.83039947038822,17046918.582840677,16814661.550663747
0.15999999999999998,158.8997159053894,98.31719109018103,18407192.34708443,18208423.899573267
0.16999999999999996,158.8997159053894,98.31719109018103,19789491.891483057,19617920.911142
0.17999999999999994,158.8997159053894,98.31719109018103,21171791.435881678,21027417.92271074
0.18999999999999995,159.13736640648,98.46423433437609,22554420.94780998,22436914.93427948
0.19999999999999996,159.67869679396475,98.79917567046348,23942118.114023656,23846411.945848227
0.20999999999999994,160.14179887824872,99.08571423257091,25333081.50551983,25255908.95741696
0.21999999999999992,160.14179887824872,99.08571423257091,26727801.87964704,26665405.9689857
0.22999999999999993,160.5311239662143,99.32660421057756,28124376.899075437,28074902.98055444
0.23999999999999994,160.5311239662143,99.32660421057756,29522990.52408233,29484399.99212318
0.24999999999999992,161.16535084957644,99.71902407949145,30924388.42578387,30893897.00369191
