precio_excedente_USD_kWh,gen_elegida_GWh,pct_potencial_elegido,beneficio_libre_USD,beneficio_despliegue_total_USD
0.07,189.45477819147175,76.06272350509423,4111523.8054119274,1901234.2733398667
0.08,215.28597819147174,86.43349083099974,5846147.216514991,4003811.7088164976
0.09,217.9252603666181,87.49311567792333,7626309.049996438,6106389.1442931285
0.09999999999999999,217.9252603666181,87.49311567792333,9417368.716201145,8208966.579769763
0.10999999999999999,239.0101603666181,95.95832797893857,11330453.562672481,10311544.015246395
0.11999999999999998,239.0101603666181,95.95832797893857,13383995.095555421,12465754.317401256
0.12999999999999998,239.0101603666181,95.95832797893857,15473417.095113069,14655845.086230826
0.13999999999999996,239.0101603666181,95.95832797893857,17562839.094670705,16845935.855060402
0.14999999999999997,239.0101603666181,95.95832797893857,19652261.094228357,19036026.62388997
0.15999999999999998,239.0101603666181,95.95832797893857,21783927.52966766,21268361.828601208
0.16999999999999996,239.0101603666181,95.95832797893857,23933698.723341957,23518801.79154742
0.17999999999999994,239.0101603666181,95.95832797893857,26083469.91701625,25769241.75449365
0.18999999999999995,247.96908707461955,99.55517769472893,28248395.59399201,28019681.717439868
0.19999999999999996,247.96908707461955,99.55517769472893,30487756.054746322,30270121.680386096
0.20999999999999994,247.96908707461955,99.55517769472893,32727116.515500635,32520561.643332325
0.21999999999999992,247.96908707461955,99.55517769472893,34966476.97625494,34771001.60627853
0.22999999999999993,247.96908707461955,99.55517769472893,37205837.43700925,37021441.56922475
0.23999999999999994,247.96908707461955,99.55517769472893,39445197.89776357,39271881.53217099
0.24999999999999992,247.96908707461955,99.55517769472893,41684558.358517885,41522321.49511722
