precio_excedente_USD_kWh,gen_elegida_GWh,pct_potencial_elegido,beneficio_libre_USD,beneficio_despliegue_total_USD
0.07,136.16544214659766,92.29488248945643,3397157.2974209413,2281487.3588115294
0.08,136.16544214659766,92.29488248945643,4422958.519700935,3420964.518945882
0.09,136.16544214659766,92.29488248945643,5448759.741980933,4560441.679080235
0.09999999999999999,136.16544214659766,92.29488248945643,6474560.964260928,5699918.839214588
0.10999999999999999,136.16544214659766,92.29488248945643,7500362.186540924,6839395.999348937
0.11999999999999998,136.16544214659766,92.29488248945643,8571420.367130913,8024130.117793292
0.12999999999999998,138.43667442477548,93.83435618348666,9674746.41269183,9240313.986927645
0.13999999999999996,144.6615075392755,98.05363702128336,10823057.644872144,10456497.85606199
0.14999999999999997,144.6615075392755,98.05363702128336,12010526.23007892,11672681.725196349
0.15999999999999998,144.6615075392755,98.05363702128336,13234709.028157193,12925579.807202207
0.16999999999999996,144.6615075392755,98.05363702128336,14474626.488894679,14194212.551867273
0.17999999999999994,144.6615075392755,98.05363702128336,15714543.94963216,15462845.296532337
0.18999999999999995,144.6615075392755,98.05363702128336,16954461.41036965,16731478.0411974
0.19999999999999996,145.2899618657755,98.47961234438965,18195766.118911482,18000110.785862472
0.20999999999999994,145.2899618657755,98.47961234438965,19441968.122913986,19268743.530527536
0.21999999999999992,145.5140442924829,98.63149861534706,20688230.28627729,20537376.275192592
0.22999999999999993,145.5140442924829,98.63149861534706,21936673.11454686,21806009.019857664
0.23999999999999994,145.5140442924829,98.63149861534706,23185115.942816418,23074641.764522728
0.24999999999999992,145.94645792334495,98.92459475353081,24436417.21810869,24343274.50918779
