incentivo_%,escenario,gen_optimo_GWh,beneficio_optimo_USD,gen_equilibrio_GWh,equilibrio_%_potencial,beneficio_despliegue_total_USD
0.0,1,66.96342498984072,258703.3167468952,73.69417295998903,35.39301621025698,-6531747.6289628055
0.0,2,136.16546091849634,3427931.6589556504,147.5330359320333,100.0,2315671.673615562
10.0,1,66.96342498984072,958498.3218852314,105.44144634308854,50.64024290875806,-4587052.3375415085
10.0,2,136.16546091849634,4115171.0817979816,147.5330359320333,100.0,3134918.349688815
19.0,1,66.96342498984072,1588313.826509735,157.65192048728187,75.7153076460191,-2836826.5752623403
19.0,2,136.16546091849634,4733686.562356079,147.5330359320333,100.0,3872240.358154744
30.0,1,66.96342498984072,2358088.3321619057,200.64951902582345,96.36571514707033,-697661.7546989084
30.0,2,136.16546091849634,5489649.927482642,147.5330359320333,100.0,4773411.701835323
